txn_id,user_id,account_id,merchant_id,amount,txn_type,category,subcategory,raw_description,clean_description,payment_mode,user_verified,is_recurring,confidence_score,balance_after_txn,txn_timestamp,cat_method,source_type,is_anomalous,anomaly_score,user_verified_category,location,recurring_group_id,ml_metadata
11,1,1,24,505.44,debit,Food & Dining,Online Food Order,DOMINOS PIZZA ORDER 22082025 TXN271339,domino's pizza food order,Card,false,false,0.8569,128266.32,2025-08-22T20:04:00Z,rule_based,csv_import,false,0.1055,false,"Thane, MH",,"{""month"": 8, ""day_of_week"": 4, ""hour"": 20, ""rolling_avg_spend"": 350.0, ""category_volatility"": 0.42, ""balance_after_txn"": 128266.32, ""monthly_surplus_estimate"": 36000.0, ""amount_z_score"": 1.4804, ""daily_txn_freq"": 3.95, ""avg_spend_per_category"": 388.64, ""spend_std_dev"": 98.0, ""expense_volatility"": 42.0, ""is_odd_hour"": 0}"
12,1,1,2,348.78,debit,Food & Dining,Cafe,ZOMATO* ORDER 9876543 08082025 TXN852787,zomato food order,Card,false,false,0.8319,127917.54,2025-08-08T21:02:00Z,tfidf_classifier,csv_import,false,0.0306,false,"Navi Mumbai, MH",,"{""month"": 8, ""day_of_week"": 4, ""hour"": 21, ""rolling_avg_spend"": 350.0, ""category_volatility"": 0.42, ""balance_after_txn"": 127917.54, ""monthly_surplus_estimate"": 36000.0, ""amount_z_score"": -0.0116, ""daily_txn_freq"": 4.1, ""avg_spend_per_category"": 370.0, ""spend_std_dev"": 98.0, ""expense_volatility"": 42.0, ""is_odd_hour"": 0}"
13,1,1,1,579.14,debit,Food & Dining,Cafe,SWIGGY ORDER* 1234567 05082025 TXN712982,swiggy food order,Card,false,false,0.9347,127338.4,2025-08-05T13:08:00Z,tfidf_classifier,csv_import,false,0.1062,false,"Thane, MH",,"{""month"": 8, ""day_of_week"": 1, ""hour"": 13, ""rolling_avg_spend"": 350.0, ""category_volatility"": 0.42, ""balance_after_txn"": 127338.4, ""monthly_surplus_estimate"": 36000.0, ""amount_z_score"": 2.1823, ""daily_txn_freq"": 1.77, ""avg_spend_per_category"": 419.66, ""spend_std_dev"": 98.0, ""expense_volatility"": 42.0, ""is_odd_hour"": 0}"
14,1,1,1,656.94,debit,Food & Dining,Cafe,SWIGGY ORDER* 1234567 17082025 TXN542666,swiggy food order,UPI,false,false,0.8577,126681.46,2025-08-17T14:05:00Z,tfidf_classifier,csv_import,false,0.0456,false,"Thane, MH",,"{""month"": 8, ""day_of_week"": 6, ""hour"": 14, ""rolling_avg_spend"": 350.0, ""category_volatility"": 0.42, ""balance_after_txn"": 126681.46, ""monthly_surplus_estimate"": 36000.0, ""amount_z_score"": 2.9232, ""daily_txn_freq"": 4.4, ""avg_spend_per_category"": 400.51, ""spend_std_dev"": 98.0, ""expense_volatility"": 42.0, ""is_odd_hour"": 0}"
15,1,1,1,536.75,debit,Food & Dining,Restaurant,SWIGGY ORDER* 1234567 01082025 TXN905934,swiggy food order,Card,false,false,0.8167,126144.71,2025-08-01T20:46:00Z,tfidf_classifier,csv_import,false,0.1059,false,"Mumbai, MH",,"{""month"": 8, ""day_of_week"": 4, ""hour"": 20, ""rolling_avg_spend"": 350.0, ""category_volatility"": 0.42, ""balance_after_txn"": 126144.71, ""monthly_surplus_estimate"": 36000.0, ""amount_z_score"": 1.7786, ""daily_txn_freq"": 2.59, ""avg_spend_per_category"": 413.53, ""spend_std_dev"": 98.0, ""expense_volatility"": 42.0, ""is_odd_hour"": 0}"
16,1,1,1,420.15,debit,Food & Dining,Cafe,SWIGGY ORDER* 1234567 24082025 TXN412942,swiggy food order,UPI,false,false,0.8229,125724.56,2025-08-24T13:32:00Z,rule_based,csv_import,false,0.037,false,"Mumbai, MH",,"{""month"": 8, ""day_of_week"": 6, ""hour"": 13, ""rolling_avg_spend"": 350.0, ""category_volatility"": 0.42, ""balance_after_txn"": 125724.56, ""monthly_surplus_estimate"": 36000.0, ""amount_z_score"": 0.6681, ""daily_txn_freq"": 3.1, ""avg_spend_per_category"": 348.4, ""spend_std_dev"": 98.0, ""expense_volatility"": 42.0, ""is_odd_hour"": 0}"
17,1,1,3,874.44,debit,Groceries,Dairy,BIGBASKET ONLINE GRC 12082025 TXN182582,bigbasket grocery purchase,UPI,false,false,0.9225,124850.12,2025-08-12T14:15:00Z,sentence_transformer,csv_import,false,0.1178,false,"Mumbai, MH",,"{""month"": 8, ""day_of_week"": 1, ""hour"": 14, ""rolling_avg_spend"": 1200.0, ""category_volatility"": 0.21, ""balance_after_txn"": 124850.12, ""monthly_surplus_estimate"": 36000.0, ""amount_z_score"": -0.9043, ""daily_txn_freq"": 1.45, ""avg_spend_per_category"": 1188.14, ""spend_std_dev"": 336.0, ""expense_volatility"": 21.0, ""is_odd_hour"": 0}"
18,1,1,20,2642.81,debit,Groceries,Household,RELIANCE FRESH STORE 12 18082025 TXN322086,reliance fresh grocery purchase,NetBanking,false,false,0.9257,122207.31,2025-08-18T12:16:00Z,rule_based,csv_import,false,0.0913,false,"Thane, MH",,"{""month"": 8, ""day_of_week"": 0, ""hour"": 12, ""rolling_avg_spend"": 1200.0, ""category_volatility"": 0.21, ""balance_after_txn"": 122207.31, ""monthly_surplus_estimate"": 36000.0, ""amount_z_score"": 4.0078, ""daily_txn_freq"": 4.48, ""avg_spend_per_category"": 1271.94, ""spend_std_dev"": 336.0, ""expense_volatility"": 21.0, ""is_odd_hour"": 0}"
19,1,1,3,894.14,debit,Groceries,Vegetables,BIGBASKET ONLINE GRC 15082025 TXN454508,bigbasket grocery purchase,UPI,false,false,0.9024,121313.17,2025-08-15T18:28:00Z,rule_based,csv_import,false,0.0788,false,"Mumbai, MH",,"{""month"": 8, ""day_of_week"": 4, ""hour"": 18, ""rolling_avg_spend"": 1200.0, ""category_volatility"": 0.21, ""balance_after_txn"": 121313.17, ""monthly_surplus_estimate"": 36000.0, ""amount_z_score"": -0.8496, ""daily_txn_freq"": 1.25, ""avg_spend_per_category"": 1262.93, ""spend_std_dev"": 336.0, ""expense_volatility"": 21.0, ""is_odd_hour"": 0}"
20,1,1,9,574.61,debit,Shopping,Home Decor,FLIPKART INTERNET PVT LTD 03082025 TXN608993,flipkart online shopping,Card,false,false,0.8709,120738.56,2025-08-03T11:55:00Z,tfidf_classifier,csv_import,false,0.0586,false,"Mumbai, MH",,"{""month"": 8, ""day_of_week"": 6, ""hour"": 11, ""rolling_avg_spend"": 1500.0, ""category_volatility"": 0.55, ""balance_after_txn"": 120738.56, ""monthly_surplus_estimate"": 36000.0, ""amount_z_score"": -2.0564, ""daily_txn_freq"": 3.75, ""avg_spend_per_category"": 1684.5, ""spend_std_dev"": 420.0, ""expense_volatility"": 55.0, ""is_odd_hour"": 0}"
21,1,1,22,2484.0,debit,Shopping,Clothing,MYNTRA FASHION STORE 07082025 TXN864491,myntra online shopping,Card,false,false,0.891,118254.56,2025-08-07T12:06:00Z,sentence_transformer,csv_import,false,0.0808,false,"Mumbai, MH",,"{""month"": 8, ""day_of_week"": 3, ""hour"": 12, ""rolling_avg_spend"": 1500.0, ""category_volatility"": 0.55, ""balance_after_txn"": 118254.56, ""monthly_surplus_estimate"": 36000.0, ""amount_z_score"": 2.1867, ""daily_txn_freq"": 2.41, ""avg_spend_per_category"": 1403.58, ""spend_std_dev"": 420.0, ""expense_volatility"": 55.0, ""is_odd_hour"": 0}"
22,1,1,12,386.46,debit,Transport,Petrol,HPCL PETROL PUMP 4567 08082025 TXN292401,hpcl transport,Card,false,false,0.8801,117868.1,2025-08-08T09:12:00Z,sentence_transformer,csv_import,false,0.0732,false,"Dadar, MH",,"{""month"": 8, ""day_of_week"": 4, ""hour"": 9, ""rolling_avg_spend"": 400.0, ""category_volatility"": 0.38, ""balance_after_txn"": 117868.1, ""monthly_surplus_estimate"": 36000.0, ""amount_z_score"": -0.1128, ""daily_txn_freq"": 1.34, ""avg_spend_per_category"": 424.34, ""spend_std_dev"": 112.0, ""expense_volatility"": 38.0, ""is_odd_hour"": 0}"
23,1,1,10,174.73,debit,Transport,Petrol,UBER INDIA TECH PVT LTD 18082025 TXN604740,uber transport,UPI,false,false,0.9324,117693.37,2025-08-18T08:05:00Z,sentence_transformer,csv_import,false,0.0398,false,"Mumbai, MH",,"{""month"": 8, ""day_of_week"": 0, ""hour"": 8, ""rolling_avg_spend"": 400.0, ""category_volatility"": 0.38, ""balance_after_txn"": 117693.37, ""monthly_surplus_estimate"": 36000.0, ""amount_z_score"": -1.8773, ""daily_txn_freq"": 4.45, ""avg_spend_per_category"": 362.43, ""spend_std_dev"": 112.0, ""expense_volatility"": 38.0, ""is_odd_hour"": 0}"
24,1,1,11,572.44,debit,Transport,Metro,OLA CABS PVT LTD BANGALORE 26082025 TXN921414,ola cabs transport,Card,false,false,0.8401,117120.93,2025-08-26T19:18:00Z,ml_model,csv_import,false,0.0461,false,"Mumbai, MH",,"{""month"": 8, ""day_of_week"": 1, ""hour"": 19, ""rolling_avg_spend"": 400.0, ""category_volatility"": 0.38, ""balance_after_txn"": 117120.93, ""monthly_surplus_estimate"": 36000.0, ""amount_z_score"": 1.437, ""daily_txn_freq"": 3.03, ""avg_spend_per_category"": 406.75, ""spend_std_dev"": 112.0, ""expense_volatility"": 38.0, ""is_odd_hour"": 0}"
25,1,1,10,488.13,debit,Transport,Metro,UBER INDIA TECH PVT LTD 24082025 TXN994141,uber transport,UPI,false,false,0.8274,116632.8,2025-08-24T18:03:00Z,sentence_transformer,csv_import,false,0.1222,false,"Mumbai, MH",,"{""month"": 8, ""day_of_week"": 6, ""hour"": 18, ""rolling_avg_spend"": 400.0, ""category_volatility"": 0.38, ""balance_after_txn"": 116632.8, ""monthly_surplus_estimate"": 36000.0, ""amount_z_score"": 0.7344, ""daily_txn_freq"": 3.08, ""avg_spend_per_category"": 428.03, ""spend_std_dev"": 112.0, ""expense_volatility"": 38.0, ""is_odd_hour"": 0}"
26,1,1,18,5259.55,debit,Travel,Hotel,IRCTC E-TICKET BOOKING 28082025 PNR2119980130,irctc travel booking,UPI,false,false,0.9031,111373.25,2025-08-28T12:37:00Z,rule_based,csv_import,false,0.1071,false,"Pune, MH",,"{""month"": 8, ""day_of_week"": 3, ""hour"": 12, ""rolling_avg_spend"": 3000.0, ""category_volatility"": 0.72, ""balance_after_txn"": 111373.25, ""monthly_surplus_estimate"": 36000.0, ""amount_z_score"": 2.5106, ""daily_txn_freq"": 2.39, ""avg_spend_per_category"": 3206.03, ""spend_std_dev"": 840.0, ""expense_volatility"": 72.0, ""is_odd_hour"": 0}"
27,1,1,17,19292.88,debit,Investments,Stock Purchase,ZERODHA BROKING LIMITED UPI 17082025 TXN176066,zerodha broking stock purchase,UPI,true,false,0.8808,92080.37,2025-08-17T11:59:00Z,sentence_transformer,csv_import,false,0.0983,true,"Mumbai, MH",,"{""month"": 8, ""day_of_week"": 6, ""hour"": 11, ""rolling_avg_spend"": 5000.0, ""category_volatility"": 0.04, ""balance_after_txn"": 92080.37, ""monthly_surplus_estimate"": 36000.0, ""amount_z_score"": 9.5286, ""daily_txn_freq"": 2.97, ""avg_spend_per_category"": 4199.96, ""spend_std_dev"": 1400.0, ""expense_volatility"": 4.0, ""is_odd_hour"": 0}"
28,1,1,21,17139.78,debit,Finance,Credit Card Bill,ICICI CREDIT CARD BILL PAYMENT AUG2025 REF630458,icici credit card bill payment monthly,NEFT,true,true,0.96,74940.59,2025-08-25T11:30:00Z,rule_based,csv_import,false,0.0359,true,"Mumbai, MH",RG-CCBILL-001,"{""month"": 8, ""day_of_week"": 0, ""hour"": 11, ""rolling_avg_spend"": 18000.0, ""category_volatility"": 0.05, ""balance_after_txn"": 74940.59, ""monthly_surplus_estimate"": 36000.0, ""amount_z_score"": -0.1593, ""daily_txn_freq"": 4.27, ""avg_spend_per_category"": 20742.22, ""spend_std_dev"": 5040.0, ""expense_volatility"": 5.0, ""is_odd_hour"": 0}"
29,1,1,25,2109.3,debit,Entertainment,Weekend Outing,BOOKMYSHOW TICKETS 27082025 TXN946305,bookmyshow weekend purchase,UPI,false,false,0.8802,72831.29,2025-08-27T19:10:00Z,ml_model,csv_import,false,0.1511,false,"Mumbai, MH",,"{""month"": 8, ""day_of_week"": 2, ""hour"": 19, ""rolling_avg_spend"": 1500.0, ""category_volatility"": 0.55, ""balance_after_txn"": 72831.29, ""monthly_surplus_estimate"": 36000.0, ""amount_z_score"": 1.354, ""daily_txn_freq"": 4.29, ""avg_spend_per_category"": 1280.57, ""spend_std_dev"": 420.0, ""expense_volatility"": 55.0, ""is_odd_hour"": 0}"
30,1,1,9,790.02,debit,Shopping,Weekend Outing,FLIPKART INTERNET PVT LTD 26082025 TXN459536,flipkart weekend purchase,UPI,false,false,0.8831,72041.27,2025-08-26T17:47:00Z,ml_model,csv_import,false,0.0957,false,"Bandra, MH",,"{""month"": 8, ""day_of_week"": 1, ""hour"": 17, ""rolling_avg_spend"": 1500.0, ""category_volatility"": 0.55, ""balance_after_txn"": 72041.27, ""monthly_surplus_estimate"": 36000.0, ""amount_z_score"": -1.5777, ""daily_txn_freq"": 4.17, ""avg_spend_per_category"": 1707.66, ""spend_std_dev"": 420.0, ""expense_volatility"": 55.0, ""is_odd_hour"": 0}"
31,1,1,,120000.0,credit,Salary,Monthly Salary,SALARY CREDIT NEFT - TECHCORP INDIA - SEP2025 - REF196781,salary credit techcorp india monthly,NEFT,true,true,0.98,192041.27,2025-09-01T09:15:00Z,rule_based,csv_import,false,0.02,true,"Mumbai, MH",RG-SALARY-001,"{""month"": 9, ""day_of_week"": 0, ""hour"": 9, ""rolling_avg_spend"": 120000.0, ""category_volatility"": 0.01, ""balance_after_txn"": 192041.27, ""monthly_surplus_estimate"": 36000.0, ""amount_z_score"": 0.0, ""daily_txn_freq"": 3.22, ""avg_spend_per_category"": 135808.71, ""spend_std_dev"": 33600.0, ""expense_volatility"": 1.0, ""is_odd_hour"": 0}"
32,1,1,,22000.0,debit,Rent,Monthly Rent,NEFT TO LANDLORD RAJESH KUMAR - RENT SEP2025 - REF146228,rent payment landlord monthly,NEFT,true,true,0.97,170041.27,2025-09-02T10:00:00Z,rule_based,csv_import,false,0.03,true,"Mumbai, MH",RG-RENT-001,"{""month"": 9, ""day_of_week"": 1, ""hour"": 10, ""rolling_avg_spend"": 22000.0, ""category_volatility"": 0.0, ""balance_after_txn"": 170041.27, ""monthly_surplus_estimate"": 36000.0, ""amount_z_score"": 0.0, ""daily_txn_freq"": 1.01, ""avg_spend_per_category"": 24385.85, ""spend_std_dev"": 6160.0, ""expense_volatility"": 0.0, ""is_odd_hour"": 0}"
33,1,1,16,10000.0,debit,Investments,Mutual Fund SIP,SBI MUTUAL FUND SIP AUTO DEBIT - SEP2025 - FOLIO12345,sbi mutual fund sip auto debit monthly,Auto-Debit,true,true,0.97,160041.27,2025-09-05T10:30:00Z,rule_based,csv_import,false,0.02,true,"Mumbai, MH",RG-SIP-001,"{""month"": 9, ""day_of_week"": 4, ""hour"": 10, ""rolling_avg_spend"": 5000.0, ""category_volatility"": 0.04, ""balance_after_txn"": 160041.27, ""monthly_surplus_estimate"": 36000.0, ""amount_z_score"": 3.3333, ""daily_txn_freq"": 3.23, ""avg_spend_per_category"": 4523.91, ""spend_std_dev"": 1400.0, ""expense_volatility"": 4.0, ""is_odd_hour"": 0}"
34,1,1,5,599.0,debit,Utilities,Mobile Recharge,JIO PREPAID RECHARGE UPI 06092025 REF8412769,jio prepaid recharge monthly,UPI,false,true,0.95,159442.27,2025-09-06T11:00:00Z,rule_based,csv_import,false,0.04,false,"Mumbai, MH",RG-JIO-001,"{""month"": 9, ""day_of_week"": 5, ""hour"": 11, ""rolling_avg_spend"": 600.0, ""category_volatility"": 0.08, ""balance_after_txn"": 159442.27, ""monthly_surplus_estimate"": 36000.0, ""amount_z_score"": -0.0056, ""daily_txn_freq"": 2.93, ""avg_spend_per_category"": 582.64, ""spend_std_dev"": 168.0, ""expense_volatility"": 8.0, ""is_odd_hour"": 0}"
35,1,1,7,649.0,debit,Entertainment,Streaming,NETFLIX INDIA PVT LTD AUTO DEBIT 08092025,netflix india subscription monthly,Auto-Debit,false,true,0.96,158793.27,2025-09-08T14:00:00Z,rule_based,csv_import,false,0.03,false,"Mumbai, MH",RG-NETFLIX-001,"{""month"": 9, ""day_of_week"": 0, ""hour"": 14, ""rolling_avg_spend"": 300.0, ""category_volatility"": 0.35, ""balance_after_txn"": 158793.27, ""monthly_surplus_estimate"": 36000.0, ""amount_z_score"": 3.8778, ""daily_txn_freq"": 1.03, ""avg_spend_per_category"": 249.03, ""spend_std_dev"": 84.0, ""expense_volatility"": 35.0, ""is_odd_hour"": 0}"
36,1,1,6,999.0,debit,Utilities,Broadband,AIRTEL BROADBAND MONTHLY BILL SEP2025 REF824586,airtel broadband monthly bill,Auto-Debit,false,true,0.95,157794.27,2025-09-10T09:30:00Z,rule_based,csv_import,false,0.03,false,"Mumbai, MH",RG-AIRTEL-001,"{""month"": 9, ""day_of_week"": 2, ""hour"": 9, ""rolling_avg_spend"": 600.0, ""category_volatility"": 0.08, ""balance_after_txn"": 157794.27, ""monthly_surplus_estimate"": 36000.0, ""amount_z_score"": 2.2167, ""daily_txn_freq"": 4.16, ""avg_spend_per_category"": 610.94, ""spend_std_dev"": 168.0, ""expense_volatility"": 8.0, ""is_odd_hour"": 0}"
37,1,1,23,119.0,debit,Entertainment,Music Streaming,SPOTIFY INDIA MUSIC SUBSCRIPTION 12092025,spotify india music subscription,Auto-Debit,false,true,0.95,157675.27,2025-09-12T10:00:00Z,rule_based,csv_import,false,0.03,false,"Mumbai, MH",RG-SPOTIFY-001,"{""month"": 9, ""day_of_week"": 4, ""hour"": 10, ""rolling_avg_spend"": 300.0, ""category_volatility"": 0.35, ""balance_after_txn"": 157675.27, ""monthly_surplus_estimate"": 36000.0, ""amount_z_score"": -2.0111, ""daily_txn_freq"": 3.92, ""avg_spend_per_category"": 309.9, ""spend_std_dev"": 84.0, ""expense_volatility"": 35.0, ""is_odd_hour"": 0}"
38,1,1,2,324.32,debit,Food & Dining,Online Food Order,ZOMATO* ORDER 9876543 14092025 TXN475190,zomato food order,UPI,false,false,0.9023,157350.95,2025-09-14T09:02:00Z,sentence_transformer,csv_import,false,0.1693,false,"Thane, MH",,"{""month"": 9, ""day_of_week"": 6, ""hour"": 9, ""rolling_avg_spend"": 350.0, ""category_volatility"": 0.42, ""balance_after_txn"": 157350.95, ""monthly_surplus_estimate"": 36000.0, ""amount_z_score"": -0.2446, ""daily_txn_freq"": 3.73, ""avg_spend_per_category"": 403.78, ""spend_std_dev"": 98.0, ""expense_volatility"": 42.0, ""is_odd_hour"": 0}"
39,1,1,1,700.26,debit,Food & Dining,Online Food Order,SWIGGY ORDER* 1234567 14092025 TXN532322,swiggy food order,UPI,false,false,0.8269,156650.69,2025-09-14T19:47:00Z,ml_model,csv_import,false,0.046,false,"Navi Mumbai, MH",,"{""month"": 9, ""day_of_week"": 6, ""hour"": 19, ""rolling_avg_spend"": 350.0, ""category_volatility"": 0.42, ""balance_after_txn"": 156650.69, ""monthly_surplus_estimate"": 36000.0, ""amount_z_score"": 3.3358, ""daily_txn_freq"": 3.81, ""avg_spend_per_category"": 400.97, ""spend_std_dev"": 98.0, ""expense_volatility"": 42.0, ""is_odd_hour"": 0}"
40,1,1,1,607.54,debit,Food & Dining,Restaurant,SWIGGY ORDER* 1234567 26092025 TXN333238,swiggy food order,UPI,false,false,0.9225,156043.15,2025-09-26T09:17:00Z,tfidf_classifier,csv_import,true,0.8506,false,"Thane, MH",,"{""month"": 9, ""day_of_week"": 4, ""hour"": 9, ""rolling_avg_spend"": 350.0, ""category_volatility"": 0.42, ""balance_after_txn"": 156043.15, ""monthly_surplus_estimate"": 36000.0, ""amount_z_score"": 2.4528, ""daily_txn_freq"": 2.07, ""avg_spend_per_category"": 391.35, ""spend_std_dev"": 98.0, ""expense_volatility"": 42.0, ""is_odd_hour"": 0}"
41,1,1,24,209.4,debit,Food & Dining,Online Food Order,DOMINOS PIZZA ORDER 08092025 TXN910891,domino's pizza food order,Card,false,false,0.8527,155833.75,2025-09-08T09:01:00Z,tfidf_classifier,csv_import,false,0.0725,false,"Thane, MH",,"{""month"": 9, ""day_of_week"": 0, ""hour"": 9, ""rolling_avg_spend"": 350.0, ""category_volatility"": 0.42, ""balance_after_txn"": 155833.75, ""monthly_surplus_estimate"": 36000.0, ""amount_z_score"": -1.339, ""daily_txn_freq"": 4.29, ""avg_spend_per_category"": 296.15, ""spend_std_dev"": 98.0, ""expense_volatility"": 42.0, ""is_odd_hour"": 0}"
